m49_code,country,region,cpc_code,commodity,year,loss_percentage,loss_percentage_original,loss_quantity,activity,food_supply_stage,treatment,cause_of_loss,sample_size,method_data_collection,reference,url,notes
50,Bangladesh,,113,Rice,2009,3.35,3.35%,,Storage,Storage,Aman rice - Marginal farmers,,,Survey,"M. Z. Abedin; M. Z. Rahman; M. I. A. Mia; K. M. M. Rahman3, (2012), In-store Losses Of Rice And Ways Of Reducing Such Losses At Farmers’ Level: An Assessment In Selected Regions Of Bangladesh",,
50,Bangladesh,Region 3,113,Rice,2009,3.8,3.8,,Storage,Storage,Medium scale,,,Survey,"M. Z. Abedin; M. Z. Rahman; M. I. A. Mia; K. M. M. Rahman3, (2012), In-store Losses Of Rice And Ways Of Reducing Such Losses At Farmers’ Level: An Assessment In Selected Regions Of Bangladesh",,
50,Bangladesh,Region - 1,113,Rice,2009,3.3,3.3,,Storage,Storage,Smallscale,,,Survey,"M. Z. Abedin; M. Z. Rahman; M. I. A. Mia; K. M. M. Rahman3, (2012), In-store Losses Of Rice And Ways Of Reducing Such Losses At Farmers’ Level: An Assessment In Selected Regions Of Bangladesh",,
50,Bangladesh,,113,Rice,2009,4.12,4.12%,,Storage,Storage,Boro rice,,,Survey,"M. Z. Abedin; M. Z. Rahman; M. I. A. Mia; K. M. M. Rahman3, (2012), In-store Losses Of Rice And Ways Of Reducing Such Losses At Farmers’ Level: An Assessment In Selected Regions Of Bangladesh",,
50,Bangladesh,,113,Rice,2009,4.16,4.16%,,Storage,Storage,Boro rice - Small scale farmers,,,Survey,"M. Z. Abedin; M. Z. Rahman; M. I. A. Mia; K. M. M. Rahman3, (2012), In-store Losses Of Rice And Ways Of Reducing Such Losses At Farmers’ Level: An Assessment In Selected Regions Of Bangladesh",,
50,Bangladesh,,113,Rice,2009,4.48,4.48%,,Storage,Storage,Large scale farmers,,,Survey,"M. Z. Abedin; M. Z. Rahman; M. I. A. Mia; K. M. M. Rahman3, (2012), In-store Losses Of Rice And Ways Of Reducing Such Losses At Farmers’ Level: An Assessment In Selected Regions Of Bangladesh",,
50,Bangladesh,,113,Rice,2009,3.59,3.59%,,Storage,Storage,Marginal farmers,,,Survey,"M. Z. Abedin; M. Z. Rahman; M. I. A. Mia; K. M. M. Rahman3, (2012), In-store Losses Of Rice And Ways Of Reducing Such Losses At Farmers’ Level: An Assessment In Selected Regions Of Bangladesh",,
50,Bangladesh,Region - 2,113,Rice,2009,5.1,5.1,,Storage,Storage,Aman Rice,,,Survey,"M. Z. Abedin; M. Z. Rahman; M. I. A. Mia; K. M. M. Rahman3, (2012), In-store Losses Of Rice And Ways Of Reducing Such Losses At Farmers’ Level: An Assessment In Selected Regions Of Bangladesh",,
50,Bangladesh,Region 1,113,Rice,2009,3.35,3.35,,Storage,Storage,Large scale,,,Survey,"M. Z. Abedin; M. Z. Rahman; M. I. A. Mia; K. M. M. Rahman3, (2012), In-store Losses Of Rice And Ways Of Reducing Such Losses At Farmers’ Level: An Assessment In Selected Regions Of Bangladesh",,
50,Bangladesh,Region - 3,113,Rice,2009,5.6,5.6,,Storage,Storage,Large scale,,,Survey,"M. Z. Abedin; M. Z. Rahman; M. I. A. Mia; K. M. M. Rahman3, (2012), In-store Losses Of Rice And Ways Of Reducing Such Losses At Farmers’ Level: An Assessment In Selected Regions Of Bangladesh",,
50,Bangladesh,,113,Rice,2009,4,4.0%,,Storage,Storage,Small scale farmers,,,Survey,"M. Z. Abedin; M. Z. Rahman; M. I. A. Mia; K. M. M. Rahman3, (2012), In-store Losses Of Rice And Ways Of Reducing Such Losses At Farmers’ Level: An Assessment In Selected Regions Of Bangladesh",,
50,Bangladesh,Region - 2,113,Rice,2009,5.9,5.9,,Storage,Storage,Aus Rice,,,Survey,"M. Z. Abedin; M. Z. Rahman; M. I. A. Mia; K. M. M. Rahman3, (2012), In-store Losses Of Rice And Ways Of Reducing Such Losses At Farmers’ Level: An Assessment In Selected Regions Of Bangladesh",,
50,Bangladesh,Region - 1,113,Rice,2009,3.3,3.3,,Storage,Storage,Boro Rice,,,Survey,"M. Z. Abedin; M. Z. Rahman; M. I. A. Mia; K. M. M. Rahman3, (2012), In-store Losses Of Rice And Ways Of Reducing Such Losses At Farmers’ Level: An Assessment In Selected Regions Of Bangladesh",,
50,Bangladesh,,113,Rice,2009,4.18,3.78%,,Storage,Storage,Aman rice - Medium Scale farmers,,,Survey,"M. Z. Abedin; M. Z. Rahman; M. I. A. Mia; K. M. M. Rahman3, (2012), In-store Losses Of Rice And Ways Of Reducing Such Losses At Farmers’ Level: An Assessment In Selected Regions Of Bangladesh",,
50,Bangladesh,,113,Rice,2009,3.9,3.9%,,Storage,Storage,Aus rice - Medium scale farmers,,,Survey,"M. Z. Abedin; M. Z. Rahman; M. I. A. Mia; K. M. M. Rahman3, (2012), In-store Losses Of Rice And Ways Of Reducing Such Losses At Farmers’ Level: An Assessment In Selected Regions Of Bangladesh",,
50,Bangladesh,,113,Rice,2009,4.32,3.92%,,Storage,Storage,Medium scale farmers,,,Survey,"M. Z. Abedin; M. Z. Rahman; M. I. A. Mia; K. M. M. Rahman3, (2012), In-store Losses Of Rice And Ways Of Reducing Such Losses At Farmers’ Level: An Assessment In Selected Regions Of Bangladesh",,
50,Bangladesh,,113,Rice,2009,4.7,4.7%,,Storage,Storage,Boro rice - Large scale farmers,,,Survey,"M. Z. Abedin; M. Z. Rahman; M. I. A. Mia; K. M. M. Rahman3, (2012), In-store Losses Of Rice And Ways Of Reducing Such Losses At Farmers’ Level: An Assessment In Selected Regions Of Bangladesh",,
50,Bangladesh,Region - 5,113,Rice,2009,3.1,3.1,,Storage,Storage,Medium scale,,,Survey,"M. Z. Abedin; M. Z. Rahman; M. I. A. Mia; K. M. M. Rahman3, (2012), In-store Losses Of Rice And Ways Of Reducing Such Losses At Farmers’ Level: An Assessment In Selected Regions Of Bangladesh",,
50,Bangladesh,Region - 5,113,Rice,2009,3.6,3.6,,Storage,Storage,Large scale,,,Survey,"M. Z. Abedin; M. Z. Rahman; M. I. A. Mia; K. M. M. Rahman3, (2012), In-store Losses Of Rice And Ways Of Reducing Such Losses At Farmers’ Level: An Assessment In Selected Regions Of Bangladesh",,
50,Bangladesh,Region - 4,113,Rice,2009,4.1,4.1,,Storage,Storage,Medium scale,,,Survey,"M. Z. Abedin; M. Z. Rahman; M. I. A. Mia; K. M. M. Rahman3, (2012), In-store Losses Of Rice And Ways Of Reducing Such Losses At Farmers’ Level: An Assessment In Selected Regions Of Bangladesh",,
50,Bangladesh,Region - 4,113,Rice,2009,4.5,4.5,,Storage,Storage,Boro Rice,,,Survey,"M. Z. Abedin; M. Z. Rahman; M. I. A. Mia; K. M. M. Rahman3, (2012), In-store Losses Of Rice And Ways Of Reducing Such Losses At Farmers’ Level: An Assessment In Selected Regions Of Bangladesh",,
50,Bangladesh,Region - 4,113,Rice,2009,4.5,4.5,,Storage,Storage,Aman Rice,,,Survey,"M. Z. Abedin; M. Z. Rahman; M. I. A. Mia; K. M. M. Rahman3, (2012), In-store Losses Of Rice And Ways Of Reducing Such Losses At Farmers’ Level: An Assessment In Selected Regions Of Bangladesh",,
50,Bangladesh,Region - 5,113,Rice,2009,3.2,3.2,,Storage,Storage,Aman Rice,,,Survey,"M. Z. Abedin; M. Z. Rahman; M. I. A. Mia; K. M. M. Rahman3, (2012), In-store Losses Of Rice And Ways Of Reducing Such Losses At Farmers’ Level: An Assessment In Selected Regions Of Bangladesh",,
50,Bangladesh,Region - 5,113,Rice,2009,3.5,3.5,,Storage,Storage,Boro Rice,,,Survey,"M. Z. Abedin; M. Z. Rahman; M. I. A. Mia; K. M. M. Rahman3, (2012), In-store Losses Of Rice And Ways Of Reducing Such Losses At Farmers’ Level: An Assessment In Selected Regions Of Bangladesh",,
50,Bangladesh,Region 1,113,Rice,2009,3.55,3.55,,Storage,Storage,Medium scale,,,Survey,"M. Z. Abedin; M. Z. Rahman; M. I. A. Mia; K. M. M. Rahman3, (2012), In-store Losses Of Rice And Ways Of Reducing Such Losses At Farmers’ Level: An Assessment In Selected Regions Of Bangladesh",,
50,Bangladesh,Region - 2,113,Rice,2009,5.2,5.2,,Storage,Storage,Boro Rice,,,Survey,"M. Z. Abedin; M. Z. Rahman; M. I. A. Mia; K. M. M. Rahman3, (2012), In-store Losses Of Rice And Ways Of Reducing Such Losses At Farmers’ Level: An Assessment In Selected Regions Of Bangladesh",,
50,Bangladesh,Region - 4,113,Rice,2009,4.4,4.4,,Storage,Storage,Marginal Scale,,,Survey,"M. Z. Abedin; M. Z. Rahman; M. I. A. Mia; K. M. M. Rahman3, (2012), In-store Losses Of Rice And Ways Of Reducing Such Losses At Farmers’ Level: An Assessment In Selected Regions Of Bangladesh",,
50,Bangladesh,Region - 1,113,Rice,2009,3.2,3.2,,Storage,Storage,Aman Rice,,,Survey,"M. Z. Abedin; M. Z. Rahman; M. I. A. Mia; K. M. M. Rahman3, (2012), In-store Losses Of Rice And Ways Of Reducing Such Losses At Farmers’ Level: An Assessment In Selected Regions Of Bangladesh",,
50,Bangladesh,,113,Rice,2009,4.06,4.06%,,Storage,Storage,Boro rice - Medium scale farmers,,,Survey,"M. Z. Abedin; M. Z. Rahman; M. I. A. Mia; K. M. M. Rahman3, (2012), In-store Losses Of Rice And Ways Of Reducing Such Losses At Farmers’ Level: An Assessment In Selected Regions Of Bangladesh",,
50,Bangladesh,Region - 5,113,Rice,2009,3.2,3.2,,Storage,Storage,Average,,,Survey,"M. Z. Abedin; M. Z. Rahman; M. I. A. Mia; K. M. M. Rahman3, (2012), In-store Losses Of Rice And Ways Of Reducing Such Losses At Farmers’ Level: An Assessment In Selected Regions Of Bangladesh",,
50,Bangladesh,Region - 3,113,Rice,2009,3.3,3.3,,Storage,Storage,Smallscale,,,Survey,"M. Z. Abedin; M. Z. Rahman; M. I. A. Mia; K. M. M. Rahman3, (2012), In-store Losses Of Rice And Ways Of Reducing Such Losses At Farmers’ Level: An Assessment In Selected Regions Of Bangladesh",,
50,Bangladesh,Region - 5,113,Rice,2009,2.8,2.8,,Storage,Storage,Marginal Scale,,,Survey,"M. Z. Abedin; M. Z. Rahman; M. I. A. Mia; K. M. M. Rahman3, (2012), In-store Losses Of Rice And Ways Of Reducing Such Losses At Farmers’ Level: An Assessment In Selected Regions Of Bangladesh",,
50,Bangladesh,Region - 2,113,Rice,2009,5.2,5.2,,Storage,Storage,Average,,,Survey,"M. Z. Abedin; M. Z. Rahman; M. I. A. Mia; K. M. M. Rahman3, (2012), In-store Losses Of Rice And Ways Of Reducing Such Losses At Farmers’ Level: An Assessment In Selected Regions Of Bangladesh",,
50,Bangladesh,Region - 1,113,Rice,2009,3.4,3.4,,Storage,Storage,Aus Rice,,,Survey,"M. Z. Abedin; M. Z. Rahman; M. I. A. Mia; K. M. M. Rahman3, (2012), In-store Losses Of Rice And Ways Of Reducing Such Losses At Farmers’ Level: An Assessment In Selected Regions Of Bangladesh",,
50,Bangladesh,Region - 3,113,Rice,2009,3,3,,Storage,Storage,Marginal Scale,,,Survey,"M. Z. Abedin; M. Z. Rahman; M. I. A. Mia; K. M. M. Rahman3, (2012), In-store Losses Of Rice And Ways Of Reducing Such Losses At Farmers’ Level: An Assessment In Selected Regions Of Bangladesh",,
50,Bangladesh,Region - 4,113,Rice,2009,4.9,4.9,,Storage,Storage,Smallscale,,,Survey,"M. Z. Abedin; M. Z. Rahman; M. I. A. Mia; K. M. M. Rahman3, (2012), In-store Losses Of Rice And Ways Of Reducing Such Losses At Farmers’ Level: An Assessment In Selected Regions Of Bangladesh",,
50,Bangladesh,,113,Rice,2009,4.08,4.08,,Storage,Storage,Aus rice,,,Survey,"M. Z. Abedin; M. Z. Rahman; M. I. A. Mia; K. M. M. Rahman3, (2012), In-store Losses Of Rice And Ways Of Reducing Such Losses At Farmers’ Level: An Assessment In Selected Regions Of Bangladesh",,
50,Bangladesh,Region - 5,113,Rice,2009,2.6,2.6,,Storage,Storage,Aus Rice,,,Survey,"M. Z. Abedin; M. Z. Rahman; M. I. A. Mia; K. M. M. Rahman3, (2012), In-store Losses Of Rice And Ways Of Reducing Such Losses At Farmers’ Level: An Assessment In Selected Regions Of Bangladesh",,
50,Bangladesh,Region - 2,113,Rice,2009,5,5,,Storage,Storage,Smallscale,,,Survey,"M. Z. Abedin; M. Z. Rahman; M. I. A. Mia; K. M. M. Rahman3, (2012), In-store Losses Of Rice And Ways Of Reducing Such Losses At Farmers’ Level: An Assessment In Selected Regions Of Bangladesh",,
50,Bangladesh,Region - 2,113,Rice,2009,6,6.0,,Storage,Storage,Large scale,,,Survey,"M. Z. Abedin; M. Z. Rahman; M. I. A. Mia; K. M. M. Rahman3, (2012), In-store Losses Of Rice And Ways Of Reducing Such Losses At Farmers’ Level: An Assessment In Selected Regions Of Bangladesh",,
50,Bangladesh,Region - 4,113,Rice,2009,3.9,3.9,,Storage,Storage,Smallscale,,,Survey,"M. Z. Abedin; M. Z. Rahman; M. I. A. Mia; K. M. M. Rahman3, (2012), In-store Losses Of Rice And Ways Of Reducing Such Losses At Farmers’ Level: An Assessment In Selected Regions Of Bangladesh",,
50,Bangladesh,Region - 3,113,Rice,2009,3.8,3.8,,Storage,Storage,Aus Rice,,,Survey,"M. Z. Abedin; M. Z. Rahman; M. I. A. Mia; K. M. M. Rahman3, (2012), In-store Losses Of Rice And Ways Of Reducing Such Losses At Farmers’ Level: An Assessment In Selected Regions Of Bangladesh",,
50,Bangladesh,Region - 3,113,Rice,2009,4,4,,Storage,Storage,Boro Rice,,,Survey,"M. Z. Abedin; M. Z. Rahman; M. I. A. Mia; K. M. M. Rahman3, (2012), In-store Losses Of Rice And Ways Of Reducing Such Losses At Farmers’ Level: An Assessment In Selected Regions Of Bangladesh",,
50,Bangladesh,,113,Rice,2009,4.3,4.30%,,Storage,Storage,Aman rice - Large Scale farmers,,,Survey,"M. Z. Abedin; M. Z. Rahman; M. I. A. Mia; K. M. M. Rahman3, (2012), In-store Losses Of Rice And Ways Of Reducing Such Losses At Farmers’ Level: An Assessment In Selected Regions Of Bangladesh",,
50,Bangladesh,,113,Rice,2009,4.32,3.92%,,Storage,Storage,Boro rice - Marginal farmers,,,Survey,"M. Z. Abedin; M. Z. Rahman; M. I. A. Mia; K. M. M. Rahman3, (2012), In-store Losses Of Rice And Ways Of Reducing Such Losses At Farmers’ Level: An Assessment In Selected Regions Of Bangladesh",,
50,Bangladesh,Region 5,113,Rice,2009,3.6,3.6,,Storage,Storage,Smallscale,,,Survey,"M. Z. Abedin; M. Z. Rahman; M. I. A. Mia; K. M. M. Rahman3, (2012), In-store Losses Of Rice And Ways Of Reducing Such Losses At Farmers’ Level: An Assessment In Selected Regions Of Bangladesh",,
50,Bangladesh,Region - 3,113,Rice,2009,3.3,3.3,,Storage,Storage,Aman Rice,,,Survey,"M. Z. Abedin; M. Z. Rahman; M. I. A. Mia; K. M. M. Rahman3, (2012), In-store Losses Of Rice And Ways Of Reducing Such Losses At Farmers’ Level: An Assessment In Selected Regions Of Bangladesh",,
50,Bangladesh,Region - 3,113,Rice,2009,3.6,3.6,,Storage,Storage,Average,,,Survey,"M. Z. Abedin; M. Z. Rahman; M. I. A. Mia; K. M. M. Rahman3, (2012), In-store Losses Of Rice And Ways Of Reducing Such Losses At Farmers’ Level: An Assessment In Selected Regions Of Bangladesh",,
50,Bangladesh,Region - 2,113,Rice,2009,5.1,5.1,,Storage,Storage,Marginal Scale,,,Survey,"M. Z. Abedin; M. Z. Rahman; M. I. A. Mia; K. M. M. Rahman3, (2012), In-store Losses Of Rice And Ways Of Reducing Such Losses At Farmers’ Level: An Assessment In Selected Regions Of Bangladesh",,
50,Bangladesh,Region - 4,113,Rice,2009,3.5,3.5,,Storage,Storage,Aus Rice,,,Survey,"M. Z. Abedin; M. Z. Rahman; M. I. A. Mia; K. M. M. Rahman3, (2012), In-store Losses Of Rice And Ways Of Reducing Such Losses At Farmers’ Level: An Assessment In Selected Regions Of Bangladesh",,
50,Bangladesh,,113,Rice,2009,3.4,3.40%,,Storage,Storage,Aus rice - Marginal farmers,,,Survey,"M. Z. Abedin; M. Z. Rahman; M. I. A. Mia; K. M. M. Rahman3, (2012), In-store Losses Of Rice And Ways Of Reducing Such Losses At Farmers’ Level: An Assessment In Selected Regions Of Bangladesh",,
586,Pakistan,,1316,"Mangoes, guavas and mangosteens",2009,4,4,,,Storage,At 40 degree celsius,,,Controlled Experiment,"M.K. Baloch; F. Bibi, (2012), Effect Of Harvesting And Storage Conditions On The Post Harvest Quality And Shelf Life Of Mango (Mangifera Indica L.) Fruit",,Expanded from loss factor 22418 based on the period_years.
586,Pakistan,,1316,"Mangoes, guavas and mangosteens",2009,5.5,5.5,,,Storage,At 20 degree celsius,,,Controlled Experiment,"M.K. Baloch; F. Bibi, (2012), Effect Of Harvesting And Storage Conditions On The Post Harvest Quality And Shelf Life Of Mango (Mangifera Indica L.) Fruit",,Expanded from loss factor 22410 based on the period_years.
586,Pakistan,,1316,"Mangoes, guavas and mangosteens",2009,5,5,,,Storage,At 20 degree celsius,,,Controlled Experiment,"M.K. Baloch; F. Bibi, (2012), Effect Of Harvesting And Storage Conditions On The Post Harvest Quality And Shelf Life Of Mango (Mangifera Indica L.) Fruit",,Expanded from loss factor 22419 based on the period_years.
586,Pakistan,,1316,"Mangoes, guavas and mangosteens",2009,2.7,2.7,,,Storage,At 40 degree celsius,,,Controlled Experiment,"M.K. Baloch; F. Bibi, (2012), Effect Of Harvesting And Storage Conditions On The Post Harvest Quality And Shelf Life Of Mango (Mangifera Indica L.) Fruit",,Expanded from loss factor 22424 based on the period_years.
586,Pakistan,,1316,"Mangoes, guavas and mangosteens",2009,4,4,,,Storage,At 40 degree celsius,,,Controlled Experiment,"M.K. Baloch; F. Bibi, (2012), Effect Of Harvesting And Storage Conditions On The Post Harvest Quality And Shelf Life Of Mango (Mangifera Indica L.) Fruit",,Expanded from loss factor 22421 based on the period_years.
586,Pakistan,,1316,"Mangoes, guavas and mangosteens",2009,1.5,1.5,,,Storage,At 30 degree celsius,,,Controlled Experiment,"M.K. Baloch; F. Bibi, (2012), Effect Of Harvesting And Storage Conditions On The Post Harvest Quality And Shelf Life Of Mango (Mangifera Indica L.) Fruit",,Expanded from loss factor 22423 based on the period_years.
586,Pakistan,,1316,"Mangoes, guavas and mangosteens",2009,3,3,,,Storage,At 30 degree celsius,,,Controlled Experiment,"M.K. Baloch; F. Bibi, (2012), Effect Of Harvesting And Storage Conditions On The Post Harvest Quality And Shelf Life Of Mango (Mangifera Indica L.) Fruit",,Expanded from loss factor 22420 based on the period_years.
586,Pakistan,,1316,"Mangoes, guavas and mangosteens",2009,4.5,4.5,,,Storage,At 20 degree celsius,,,Controlled Experiment,"M.K. Baloch; F. Bibi, (2012), Effect Of Harvesting And Storage Conditions On The Post Harvest Quality And Shelf Life Of Mango (Mangifera Indica L.) Fruit",,Expanded from loss factor 22416 based on the period_years.
586,Pakistan,,1316,"Mangoes, guavas and mangosteens",2009,1.8,1.8,,,Storage,At 30 degree celsius,,,Controlled Experiment,"M.K. Baloch; F. Bibi, (2012), Effect Of Harvesting And Storage Conditions On The Post Harvest Quality And Shelf Life Of Mango (Mangifera Indica L.) Fruit",,Expanded from loss factor 22414 based on the period_years.
